ID,LOOPGROUP_ID,TIME,VALIDITY,LV,MV,SV,LS,MS,SS,VOLUME,SPEED,OCCUPY,VH,DEAL_FLAG,HAS_VEHICLE
16449607,NHWX09(1),2009/4/19 9:43,valid,0,2,6,0,58,56,8,56,19,26,0,y
16450602,NHWX09(1),2009/4/19 9:44,valid,0,0,9,0,0,58,9,58,17,20,0,y
16451211,NHWX09(1),2009/4/19 9:44,valid,0,0,8,0,0,61,8,61,15,27,0,y
16452123,NHWX09(1),2009/4/19 9:44,valid,0,1,8,0,52,56,9,55,18,21,0,y
16452491,NHWX09(1),2009/4/19 9:45,valid,0,0,11,0,0,57,11,57,23,17,0,y
16453143,NHWX09(1),2009/4/19 9:45,valid,0,0,9,0,0,56,9,56,20,21,0,y
16454044,NHWX09(1),2009/4/19 9:45,valid,0,0,8,0,0,59,8,59,14,26,0,y
16454421,NHWX09(1),2009/4/19 9:46,valid,0,2,8,0,61,63,10,62,17,19,0,y
16455371,NHWX09(1),2009/4/19 9:46,valid,0,1,8,0,59,60,9,60,17,22,0,y
16455631,NHWX09(1),2009/4/19 9:46,valid,0,1,8,0,48,57,9,56,17,24,0,y
16456881,NHWX09(1),2009/4/19 9:47,valid,1,2,6,49,52,52,9,52,20,20,0,y
16457684,NHWX09(1),2009/4/19 9:47,valid,0,0,9,0,0,53,9,53,17,24,0,y
16458065,NHWX09(1),2009/4/19 9:47,valid,0,0,10,0,0,59,10,59,18,18,0,y
16459104,NHWX09(1),2009/4/19 9:48,valid,0,2,9,0,51,55,11,55,22,18,0,y
16459121,NHWX09(1),2009/4/19 9:48,valid,0,1,10,0,62,57,11,58,19,18,0,y
16459878,NHWX09(1),2009/4/19 9:48,valid,0,0,5,0,0,53,5,53,12,38,0,y
16461153,NHWX09(1),2009/4/19 9:49,valid,0,0,9,0,0,52,9,52,23,22,0,y
16461373,NHWX09(1),2009/4/19 9:49,valid,0,1,8,0,57,59,9,58,16,20,0,y
16462114,NHWX09(1),2009/4/19 9:49,valid,0,3,8,0,61,56,11,57,23,19,0,y
16462677,NHWX09(1),2009/4/19 9:50,valid,0,2,4,0,60,58,6,58,12,33,0,y
16463395,NHWX09(1),2009/4/19 9:50,valid,0,0,6,0,0,61,6,61,11,34,0,y
16464608,NHWX09(1),2009/4/19 9:50,valid,0,0,8,0,0,61,8,61,11,22,0,y
16465061,NHWX09(1),2009/4/19 9:51,valid,0,1,7,0,64,64,8,64,13,26,0,y
16465406,NHWX09(1),2009/4/19 9:51,valid,0,0,4,0,0,63,4,63,9,43,0,y
16466223,NHWX09(1),2009/4/19 9:51,valid,0,0,12,0,0,60,12,60,21,18,0,y
16466923,NHWX09(1),2009/4/19 9:52,valid,0,0,9,0,0,61,9,61,15,23,0,y
16467410,NHWX09(1),2009/4/19 9:52,valid,0,2,10,0,64,58,12,59,22,16,0,y
16468406,NHWX09(1),2009/4/19 9:52,valid,0,0,8,0,0,60,8,60,14,24,0,y
16468984,NHWX09(1),2009/4/19 9:53,valid,0,0,7,0,0,52,7,52,16,29,0,y
16470092,NHWX09(1),2009/4/19 9:53,valid,1,0,2,81,0,67,3,72,6,49,0,y
16470301,NHWX09(1),2009/4/19 9:53,valid,0,1,2,0,52,69,3,63,5,68,0,y
16471442,NHWX09(1),2009/4/19 9:54,valid,0,0,6,0,0,63,6,63,10,40,0,y
16471946,NHWX09(1),2009/4/19 9:54,valid,0,1,3,0,65,67,4,66,9,40,0,y
16472590,NHWX09(1),2009/4/19 9:54,valid,0,0,4,0,0,65,4,65,6,50,0,y
16473473,NHWX09(1),2009/4/19 9:55,valid,0,1,5,0,64,60,6,61,10,30,0,y
16474271,NHWX09(1),2009/4/19 9:55,valid,0,0,5,0,0,55,5,55,11,51,0,y
16474729,NHWX09(1),2009/4/19 9:55,valid,0,0,4,0,0,62,4,62,9,50,0,y
16475705,NHWX09(1),2009/4/19 9:56,valid,0,0,8,0,0,61,8,61,13,23,0,y
16476364,NHWX09(1),2009/4/19 9:56,valid,1,0,6,56,0,62,7,61,14,30,0,y
16476452,NHWX09(1),2009/4/19 9:56,valid,0,0,6,0,0,67,6,67,9,30,0,y
16477179,NHWX09(1),2009/4/19 9:57,valid,0,1,5,0,74,71,6,72,9,36,0,y
16478155,NHWX09(1),2009/4/19 9:57,valid,0,0,3,0,0,63,3,63,5,58,0,y
16478544,NHWX09(1),2009/4/19 9:57,valid,0,1,1,0,52,48,2,50,8,114,0,y
16479850,NHWX09(1),2009/4/19 9:58,valid,0,0,5,0,0,60,5,60,9,35,0,y
16480166,NHWX09(1),2009/4/19 9:58,valid,0,0,7,0,0,63,7,63,11,29,0,y
16481069,NHWX09(1),2009/4/19 9:58,valid,0,0,3,0,0,58,3,58,8,58,0,y
16481687,NHWX09(1),2009/4/19 9:59,valid,0,0,6,0,0,71,6,71,9,38,0,y
16482280,NHWX09(1),2009/4/19 9:59,valid,0,0,3,0,0,79,3,79,4,29,0,y
16482890,NHWX09(1),2009/4/19 9:59,valid,0,1,5,0,74,68,6,69,9,53,0,y
16483896,NHWX09(1),2009/4/19 10:00,valid,0,0,5,0,0,67,5,67,8,26,0,y
16484464,NHWX09(1),2009/4/19 10:00,valid,0,0,4,0,0,60,4,60,7,63,0,y
16485143,NHWX09(1),2009/4/19 10:00,valid,0,0,6,0,0,59,6,59,10,30,0,y
16485634,NHWX09(1),2009/4/19 10:01,valid,0,0,5,0,0,67,5,67,8,40,0,y
16486681,NHWX09(1),2009/4/19 10:01,valid,0,0,6,0,0,59,6,59,12,38,0,y
16487266,NHWX09(1),2009/4/19 10:01,valid,0,0,5,0,0,62,5,62,9,38,0,y
16488062,NHWX09(1),2009/4/19 10:02,valid,0,1,6,0,62,67,7,66,11,25,0,y
16488679,NHWX09(1),2009/4/19 10:02,valid,0,1,5,0,64,73,6,71,11,39,0,y
16489441,NHWX09(1),2009/4/19 10:02,valid,0,1,5,0,69,71,6,70,9,33,0,y
16489596,NHWX09(1),2009/4/19 10:03,valid,0,0,10,0,0,62,10,62,18,19,0,y
16490285,NHWX09(1),2009/4/19 10:03,valid,0,1,7,0,64,58,8,58,13,24,0,y
16491042,NHWX09(1),2009/4/19 10:03,valid,0,1,8,0,64,60,9,61,16,20,0,y
16492207,NHWX09(1),2009/4/19 10:04,valid,0,0,4,0,0,60,4,60,7,52,0,y
16492835,NHWX09(1),2009/4/19 10:04,valid,0,1,9,0,72,65,10,66,16,20,0,y
16493442,NHWX09(1),2009/4/19 10:04,valid,0,0,5,0,0,63,5,63,10,41,0,y
16494121,NHWX09(1),2009/4/19 10:05,valid,0,1,8,0,64,61,9,62,14,21,0,y
16495095,NHWX09(1),2009/4/19 10:05,valid,0,1,8,0,55,56,9,56,17,19,0,y
16495740,NHWX09(1),2009/4/19 10:05,valid,0,1,7,0,55,56,8,56,17,28,0,y
16496251,NHWX09(1),2009/4/19 10:06,valid,0,1,7,0,51,54,8,53,15,22,0,y
16496790,NHWX09(1),2009/4/19 10:06,valid,0,1,8,0,58,58,9,58,19,21,0,y
16497557,NHWX09(1),2009/4/19 10:06,valid,0,0,10,0,0,60,10,60,17,21,0,y
16498336,NHWX09(1),2009/4/19 10:07,valid,1,1,6,53,56,59,8,57,17,26,0,y
16498856,NHWX09(1),2009/4/19 10:07,valid,0,1,9,0,64,59,10,59,18,19,0,y
16500006,NHWX09(1),2009/4/19 10:07,valid,0,0,7,0,0,65,7,65,11,26,0,y
16500021,NHWX09(1),2009/4/19 10:08,valid,0,0,9,0,0,58,9,58,20,22,0,y
16500832,NHWX09(1),2009/4/19 10:08,valid,1,2,5,55,60,59,8,59,16,24,0,y
16501929,NHWX09(1),2009/4/19 10:08,valid,0,0,9,0,0,66,9,66,14,24,0,y
16502364,NHWX09(1),2009/4/19 10:09,valid,0,1,6,0,58,63,7,62,12,23,0,y
16502908,NHWX09(1),2009/4/19 10:09,valid,0,1,6,0,69,67,7,67,12,33,0,y
16504159,NHWX09(1),2009/4/19 10:09,valid,1,0,5,55,0,54,6,54,15,29,0,y
16504561,NHWX09(1),2009/4/19 10:10,valid,0,1,7,0,62,57,8,57,16,24,0,y
16505266,NHWX09(1),2009/4/19 10:10,valid,0,2,10,0,68,65,12,65,20,17,0,y
16506019,NHWX09(1),2009/4/19 10:10,valid,1,0,7,55,0,61,8,60,18,23,0,y
16506940,NHWX09(1),2009/4/19 10:11,valid,0,1,9,0,60,59,10,59,19,21,0,y
16507010,NHWX09(1),2009/4/19 10:11,valid,0,1,8,0,57,59,9,59,16,22,0,y
16508177,NHWX09(1),2009/4/19 10:11,valid,0,0,7,0,0,55,7,55,14,28,0,y
16508584,NHWX09(1),2009/4/19 10:12,valid,0,1,9,0,67,64,10,65,16,20,0,y
16509595,NHWX09(1),2009/4/19 10:12,valid,0,0,10,0,0,67,10,67,15,19,0,y
16510078,NHWX09(1),2009/4/19 10:12,valid,0,1,8,0,65,64,9,64,16,22,0,y
16510883,NHWX09(1),2009/4/19 10:13,valid,0,1,8,0,61,57,9,57,16,16,0,y
16511571,NHWX09(1),2009/4/19 10:13,valid,0,2,4,0,52,58,6,56,12,42,0,y
16512297,NHWX09(1),2009/4/19 10:13,valid,0,1,6,0,62,56,7,57,16,27,0,y
16512745,NHWX09(1),2009/4/19 10:14,valid,0,1,8,0,55,61,9,60,16,21,0,y
16513415,NHWX09(1),2009/4/19 10:14,valid,0,0,11,0,0,57,11,57,20,19,0,y
16514105,NHWX09(1),2009/4/19 10:14,valid,0,1,7,0,62,60,8,60,15,19,0,y
16514633,NHWX09(1),2009/4/19 10:15,valid,0,1,8,0,77,66,9,67,15,25,0,y
16515506,NHWX09(1),2009/4/19 10:15,valid,0,1,6,0,58,59,7,59,15,31,0,y
16516623,NHWX09(1),2009/4/19 10:15,valid,0,1,10,0,61,59,11,59,18,17,0,y
16517103,NHWX09(1),2009/4/19 10:16,valid,0,0,8,0,0,67,8,67,14,23,0,y
16517754,NHWX09(1),2009/4/19 10:16,valid,0,1,7,0,55,59,8,58,16,27,0,y
16518375,NHWX09(1),2009/4/19 10:16,valid,0,1,8,0,54,53,9,53,19,22,0,y
16519427,NHWX09(1),2009/4/19 10:17,valid,0,0,6,0,0,66,6,66,10,32,0,y
16519826,NHWX09(1),2009/4/19 10:17,valid,0,1,10,0,61,63,11,63,18,18,0,y
16520790,NHWX09(1),2009/4/19 10:17,valid,0,1,4,0,53,56,5,55,11,25,0,y
16521255,NHWX09(1),2009/4/19 10:18,valid,0,1,6,0,65,57,7,58,13,38,0,y
16522092,NHWX09(1),2009/4/19 10:18,valid,0,0,9,0,0,62,9,62,15,21,0,y
16522459,NHWX09(1),2009/4/19 10:18,valid,0,1,5,0,57,60,6,60,11,34,0,y
16523046,NHWX09(1),2009/4/19 10:19,valid,0,1,8,0,67,59,9,60,16,23,0,y
16523687,NHWX09(1),2009/4/19 10:19,valid,0,1,9,0,72,57,10,59,17,18,0,y
16524593,NHWX09(1),2009/4/19 10:19,valid,0,1,8,0,67,59,9,60,16,23,0,y
16525231,NHWX09(1),2009/4/19 10:20,valid,1,0,5,59,0,58,6,58,12,33,0,y
16526263,NHWX09(1),2009/4/19 10:20,valid,0,2,8,0,55,51,10,52,24,20,0,y
16526635,NHWX09(1),2009/4/19 10:20,valid,0,0,10,0,0,60,10,60,17,19,0,y
16527773,NHWX09(1),2009/4/19 10:21,valid,0,2,8,0,61,60,10,60,18,20,0,y
16528462,NHWX09(1),2009/4/19 10:21,valid,0,0,3,0,0,65,3,65,5,33,0,y
16528747,NHWX09(1),2009/4/19 10:21,valid,0,0,10,0,0,61,10,61,17,30,0,y
16529422,NHWX09(1),2009/4/19 10:22,valid,0,3,9,0,59,55,12,56,23,15,0,y
16530184,NHWX09(1),2009/4/19 10:22,valid,0,1,9,0,74,66,10,67,16,20,0,y
16531172,NHWX09(1),2009/4/19 10:22,valid,0,1,11,0,57,56,12,56,24,17,0,y
16531975,NHWX09(1),2009/4/19 10:23,valid,0,1,10,0,52,53,11,53,23,18,0,y
16532635,NHWX09(1),2009/4/19 10:23,valid,0,2,9,0,58,56,11,56,23,18,0,y
16533061,NHWX09(1),2009/4/19 10:23,valid,0,1,6,0,67,61,7,62,12,26,0,y
16533769,NHWX09(1),2009/4/19 10:24,valid,0,2,6,0,54,57,8,56,15,26,0,y
16534646,NHWX09(1),2009/4/19 10:24,valid,1,0,6,51,0,53,7,53,18,29,0,y
16534855,NHWX09(1),2009/4/19 10:24,valid,0,1,6,0,55,55,7,55,13,26,0,y
16536085,NHWX09(1),2009/4/19 10:25,valid,0,0,10,0,0,55,10,55,19,21,0,y
16536605,NHWX09(1),2009/4/19 10:25,valid,0,0,9,0,0,64,9,64,16,22,0,y
16537203,NHWX09(1),2009/4/19 10:25,valid,0,1,5,0,64,65,6,65,10,31,0,y
16538098,NHWX09(1),2009/4/19 10:26,valid,0,1,8,0,64,60,9,60,16,21,0,y
16538942,NHWX09(1),2009/4/19 10:26,valid,0,0,7,0,0,60,7,60,12,30,0,y
16539641,NHWX09(1),2009/4/19 10:26,valid,0,0,9,0,0,59,9,59,15,21,0,y
16539901,NHWX09(1),2009/4/19 10:27,valid,0,1,7,0,55,64,8,62,14,25,0,y
16541046,NHWX09(1),2009/4/19 10:27,valid,0,3,6,0,63,56,9,58,19,22,0,y
16541159,NHWX09(1),2009/4/19 10:27,valid,0,1,6,0,64,64,7,64,12,25,0,y
16542262,NHWX09(1),2009/4/19 10:28,valid,0,0,9,0,0,57,9,57,16,24,0,y
16542693,NHWX09(1),2009/4/19 10:28,valid,0,0,9,0,0,65,9,65,15,20,0,y
16543492,NHWX09(1),2009/4/19 10:28,valid,0,2,9,0,60,59,11,59,19,20,0,y
16544279,NHWX09(1),2009/4/19 10:29,valid,0,0,7,0,0,63,7,63,15,28,0,y
16545059,NHWX09(1),2009/4/19 10:29,valid,0,2,9,0,51,56,11,55,21,18,0,y
16545751,NHWX09(1),2009/4/19 10:29,valid,0,0,8,0,0,63,8,63,10,23,0,y
16546074,NHWX09(1),2009/4/19 10:30,valid,0,2,8,0,53,54,10,54,20,20,0,y
16547310,NHWX09(1),2009/4/19 10:30,valid,0,1,3,0,65,53,4,56,9,52,0,y
16547478,NHWX09(1),2009/4/19 10:30,valid,0,1,7,0,72,69,8,69,11,22,0,y
16548186,NHWX09(1),2009/4/19 10:31,valid,0,0,8,0,0,56,8,56,16,27,0,y
16548896,NHWX09(1),2009/4/19 10:31,valid,0,2,8,0,59,63,10,62,17,19,0,y
16549547,NHWX09(1),2009/4/19 10:31,valid,0,0,6,0,0,57,6,57,11,28,0,y
16550440,NHWX09(1),2009/4/19 10:32,valid,1,1,9,55,71,60,11,61,21,20,0,y
16551452,NHWX09(1),2009/4/19 10:32,valid,0,0,7,0,0,63,7,63,11,29,0,y
16552092,NHWX09(1),2009/4/19 10:32,valid,0,0,9,0,0,57,9,57,18,20,0,y
16552822,NHWX09(1),2009/4/19 10:33,valid,0,1,4,0,58,54,5,55,12,39,0,y
16553363,NHWX09(1),2009/4/19 10:33,valid,1,0,5,52,0,59,6,58,13,32,0,y
16553789,NHWX09(1),2009/4/19 10:33,valid,0,0,11,0,0,57,11,57,20,20,0,y
16554482,NHWX09(1),2009/4/19 10:34,valid,0,1,4,0,52,62,5,60,10,30,0,y
16555343,NHWX09(1),2009/4/19 10:34,valid,0,1,10,0,50,54,11,53,22,23,0,y
16555956,NHWX09(1),2009/4/19 10:34,valid,0,3,9,0,65,59,12,60,20,16,0,y
16556618,NHWX09(1),2009/4/19 10:35,valid,0,0,12,0,0,61,12,61,21,17,0,y
16557252,NHWX09(1),2009/4/19 10:35,valid,1,1,6,53,46,55,8,54,19,21,0,y
16558051,NHWX09(1),2009/4/19 10:35,valid,0,0,11,0,0,57,11,57,21,17,0,y
16558658,NHWX09(1),2009/4/19 10:36,valid,0,0,6,0,0,55,6,55,12,38,0,y
16559327,NHWX09(1),2009/4/19 10:36,valid,0,0,13,0,0,59,13,59,22,15,0,y
16560144,NHWX09(1),2009/4/19 10:36,valid,0,1,7,0,70,64,8,65,13,26,0,y
16560775,NHWX09(1),2009/4/19 10:37,valid,1,0,8,71,0,68,9,68,17,21,0,y
16561630,NHWX09(1),2009/4/19 10:37,valid,0,1,6,0,67,72,7,71,11,28,0,y
16562474,NHWX09(1),2009/4/19 10:37,valid,0,1,5,0,76,62,6,65,10,23,0,y
16563031,NHWX09(1),2009/4/19 10:38,valid,0,0,7,0,0,57,7,57,15,32,0,y
16563568,NHWX09(1),2009/4/19 10:38,valid,0,0,8,0,0,64,8,64,13,28,0,y
16564494,NHWX09(1),2009/4/19 10:38,valid,0,0,7,0,0,67,7,67,14,26,0,y
16565123,NHWX09(1),2009/4/19 10:39,valid,0,1,4,0,69,68,5,68,9,44,0,y
16565670,NHWX09(1),2009/4/19 10:39,valid,0,1,8,0,62,58,9,59,18,22,0,y
16566429,NHWX09(1),2009/4/19 10:39,valid,1,1,3,65,57,59,5,60,10,25,0,y
16566977,NHWX09(1),2009/4/19 10:40,valid,0,0,8,0,0,61,8,61,16,34,0,y
16568139,NHWX09(1),2009/4/19 10:40,valid,0,2,8,0,59,59,10,59,19,19,0,y
16568664,NHWX09(1),2009/4/19 10:40,valid,0,1,7,0,84,68,8,70,12,23,0,y
16569016,NHWX09(1),2009/4/19 10:41,valid,0,1,7,0,64,64,8,64,14,23,0,y
16569778,NHWX09(1),2009/4/19 10:41,valid,0,0,9,0,0,58,9,58,16,22,0,y
16570520,NHWX09(1),2009/4/19 10:41,valid,0,1,6,0,46,58,7,57,14,30,0,y
16571319,NHWX09(1),2009/4/19 10:42,valid,0,0,7,0,0,66,7,66,14,28,0,y
16571787,NHWX09(1),2009/4/19 10:42,valid,0,1,5,0,60,62,6,61,11,32,0,y
16572574,NHWX09(1),2009/4/19 10:42,valid,0,3,8,0,53,55,11,54,21,17,0,y
16573676,NHWX09(1),2009/4/19 10:43,valid,0,2,8,0,60,58,10,58,17,21,0,y
16573982,NHWX09(1),2009/4/19 10:43,valid,0,1,10,0,51,58,11,57,21,17,0,y
16575172,NHWX09(1),2009/4/19 10:43,valid,0,0,8,0,0,54,8,54,16,23,0,y
16575757,NHWX09(1),2009/4/19 10:44,valid,1,0,8,53,0,65,9,63,16,20,0,y
16575985,NHWX09(1),2009/4/19 10:44,valid,0,0,6,0,0,54,6,54,12,35,0,y
16576933,NHWX09(1),2009/4/19 10:44,valid,0,1,8,0,65,63,9,63,15,23,0,y
16577860,NHWX09(1),2009/4/19 10:45,valid,0,0,8,0,0,60,8,60,14,19,0,y
16578216,NHWX09(1),2009/4/19 10:45,valid,0,0,10,0,0,54,10,54,21,25,0,y
16579078,NHWX09(1),2009/4/19 10:45,valid,0,2,10,0,61,56,12,57,22,16,0,y
16579645,NHWX09(1),2009/4/19 10:46,valid,0,0,9,0,0,59,9,59,16,22,0,y
16580200,NHWX09(1),2009/4/19 10:46,valid,0,2,10,0,66,60,12,61,19,16,0,y
16580946,NHWX09(1),2009/4/19 10:46,valid,0,0,6,0,0,65,6,65,9,25,0,y
16581747,NHWX09(1),2009/4/19 10:47,valid,0,0,8,0,0,62,8,62,13,30,0,y
16582712,NHWX09(1),2009/4/19 10:47,valid,0,0,5,0,0,59,5,59,14,41,0,y
16582952,NHWX09(1),2009/4/19 10:47,valid,1,1,10,54,62,61,12,60,20,16,0,y
16583868,NHWX09(1),2009/4/19 10:48,valid,0,3,6,0,63,58,9,60,16,21,0,y
16584954,NHWX09(1),2009/4/19 10:48,valid,0,2,10,0,54,56,12,55,23,17,0,y
16585452,NHWX09(1),2009/4/19 10:48,valid,0,0,7,0,0,63,7,63,11,25,0,y
16585853,NHWX09(1),2009/4/19 10:49,valid,0,1,7,0,54,64,8,63,15,26,0,y
16586805,NHWX09(1),2009/4/19 10:49,valid,0,1,6,0,64,56,7,57,15,28,0,y
16587565,NHWX09(1),2009/4/19 10:49,valid,0,1,9,0,58,60,10,59,18,20,0,y
16587980,NHWX09(1),2009/4/19 10:50,valid,0,1,8,0,64,62,9,62,15,22,0,y
16589106,NHWX09(1),2009/4/19 10:50,valid,0,0,9,0,0,60,9,60,16,22,0,y
16589664,NHWX09(1),2009/4/19 10:50,valid,0,0,7,0,0,58,7,58,13,26,0,y
16590468,NHWX09(1),2009/4/19 10:51,valid,0,1,8,0,72,62,9,63,15,24,0,y
16591065,NHWX09(1),2009/4/19 10:51,valid,0,1,9,0,64,61,10,61,18,19,0,y
16591979,NHWX09(1),2009/4/19 10:51,valid,0,1,14,0,64,53,15,54,28,13,0,y
16592317,NHWX09(1),2009/4/19 10:52,valid,0,0,9,0,0,56,9,56,17,22,0,y
16592804,NHWX09(1),2009/4/19 10:52,valid,0,0,8,0,0,61,8,61,13,24,0,y
16593815,NHWX09(1),2009/4/19 10:52,valid,0,1,8,0,56,58,9,58,18,23,0,y
16594302,NHWX09(1),2009/4/19 10:53,valid,0,0,10,0,0,60,10,60,18,17,0,y
16594847,NHWX09(1),2009/4/19 10:53,valid,0,0,8,0,0,60,8,60,15,27,0,y
16595696,NHWX09(1),2009/4/19 10:53,valid,0,1,10,0,58,54,11,54,23,18,0,y
16596338,NHWX09(1),2009/4/19 10:54,valid,0,0,8,0,0,69,8,69,14,23,0,y
16597327,NHWX09(1),2009/4/19 10:54,valid,0,2,4,0,62,64,6,63,10,25,0,y
16597635,NHWX09(1),2009/4/19 10:54,valid,0,0,6,0,0,66,6,66,9,42,0,y
16598578,NHWX09(1),2009/4/19 10:55,valid,0,0,8,0,0,59,8,59,16,25,0,y
16599104,NHWX09(1),2009/4/19 10:55,valid,0,0,7,0,0,57,7,57,16,29,0,y
16599972,NHWX09(1),2009/4/19 10:55,valid,0,2,11,0,53,51,13,51,25,14,0,y
16600739,NHWX09(1),2009/4/19 10:56,valid,0,1,6,0,69,65,7,65,13,26,0,y
16601167,NHWX09(1),2009/4/19 10:56,valid,0,1,8,0,77,61,9,63,17,23,0,y
16602135,NHWX09(1),2009/4/19 10:56,valid,0,1,8,0,58,63,9,62,16,22,0,y
16602827,NHWX09(1),2009/4/19 10:57,valid,0,1,6,0,46,63,7,60,13,24,0,y
16603507,NHWX09(1),2009/4/19 10:57,valid,0,3,8,0,53,53,11,53,22,20,0,y
16604301,NHWX09(1),2009/4/19 10:57,valid,0,0,9,0,0,57,9,57,19,22,0,y
16605225,NHWX09(1),2009/4/19 10:58,valid,0,3,9,0,59,54,12,55,23,16,0,y
16605387,NHWX09(1),2009/4/19 10:58,valid,0,2,5,0,54,57,7,56,15,28,0,y
16606444,NHWX09(1),2009/4/19 10:58,valid,0,0,8,0,0,58,8,58,17,25,0,y
16607107,NHWX09(1),2009/4/19 10:59,valid,1,0,9,65,0,58,10,58,21,19,0,y
16607418,NHWX09(1),2009/4/19 10:59,valid,0,0,9,0,0,57,9,57,17,20,0,y
16608495,NHWX09(1),2009/4/19 10:59,valid,0,1,8,0,60,59,9,59,16,22,0,y
16608908,NHWX09(1),2009/4/19 11:00,valid,0,0,8,0,0,64,8,64,14,25,0,y
16609783,NHWX09(1),2009/4/19 11:00,valid,0,2,8,0,57,52,10,53,21,18,0,y
16610169,NHWX09(1),2009/4/19 11:00,valid,0,0,13,0,0,53,13,53,27,16,0,y
16611014,NHWX09(1),2009/4/19 11:01,valid,0,0,11,0,0,52,11,52,21,18,0,y
16612001,NHWX09(1),2009/4/19 11:01,valid,0,1,10,0,61,56,11,57,22,17,0,y
16612364,NHWX09(1),2009/4/19 11:01,valid,0,0,6,0,0,61,6,61,12,32,0,y
16613412,NHWX09(1),2009/4/19 11:02,valid,0,0,8,0,0,69,8,69,12,25,0,y
16613949,NHWX09(1),2009/4/19 11:02,valid,0,0,7,0,0,62,7,62,13,27,0,y
16614640,NHWX09(1),2009/4/19 11:02,valid,0,0,9,0,0,58,9,58,15,24,0,y
16615300,NHWX09(1),2009/4/19 11:03,valid,0,0,10,0,0,56,10,56,20,18,0,y
16615973,NHWX09(1),2009/4/19 11:03,valid,0,2,6,0,54,49,8,50,18,25,0,y
16616718,NHWX09(1),2009/4/19 11:03,valid,0,0,8,0,0,57,8,57,15,25,0,y
16617223,NHWX09(1),2009/4/19 11:04,valid,0,0,8,0,0,60,8,60,12,23,0,y
16617955,NHWX09(1),2009/4/19 11:04,valid,0,3,7,0,62,61,10,61,18,22,0,y
16619064,NHWX09(1),2009/4/19 11:04,valid,0,0,10,0,0,67,10,67,15,20,0,y
16619385,NHWX09(1),2009/4/19 11:05,valid,0,2,11,0,65,63,13,64,22,15,0,y
16620376,NHWX09(1),2009/4/19 11:05,valid,0,0,10,0,0,57,10,57,18,18,0,y
16621093,NHWX09(1),2009/4/19 11:05,valid,0,1,4,0,68,72,5,71,9,36,0,y
16622272,NHWX09(1),2009/4/19 11:06,valid,0,2,9,0,60,54,11,55,19,38,0,y
16622819,NHWX09(1),2009/4/19 11:06,valid,0,0,11,0,0,70,11,70,17,17,0,y
16623678,NHWX09(1),2009/4/19 11:07,valid,0,0,6,0,0,59,6,59,12,34,0,y
16624501,NHWX09(1),2009/4/19 11:07,valid,0,0,7,0,0,61,7,61,14,27,0,y
16625355,NHWX09(1),2009/4/19 11:07,valid,0,1,5,0,58,58,6,58,11,33,0,y
16625834,NHWX09(1),2009/4/19 11:08,valid,0,0,1,0,0,53,1,53,3,214,0,y
16626655,NHWX09(1),2009/4/19 11:08,valid,0,1,5,0,37,36,6,36,20,33,0,y
16627147,NHWX09(1),2009/4/19 11:08,valid,0,1,12,0,42,36,13,37,33,14,0,y
16627982,NHWX09(1),2009/4/19 11:09,valid,0,3,6,0,39,40,9,40,26,22,0,y
16628369,NHWX09(1),2009/4/19 11:09,valid,0,0,6,0,0,53,6,53,14,33,0,y
16629256,NHWX09(1),2009/4/19 11:09,valid,0,2,8,0,56,58,10,57,19,19,0,y
16630018,NHWX09(1),2009/4/19 11:10,valid,0,0,8,0,0,56,8,56,16,25,0,y
16630585,NHWX09(1),2009/4/19 11:10,valid,0,1,7,0,79,60,8,63,14,23,0,y
16631493,NHWX09(1),2009/4/19 11:10,valid,0,1,8,0,57,61,9,60,17,23,0,y
16632103,NHWX09(1),2009/4/19 11:11,valid,0,1,5,0,53,61,6,59,12,34,0,y
16632654,NHWX09(1),2009/4/19 11:11,valid,0,1,7,0,65,57,8,58,15,25,0,y
16633505,NHWX09(1),2009/4/19 11:11,valid,0,0,6,0,0,62,6,62,11,29,0,y
16634179,NHWX09(1),2009/4/19 11:12,valid,0,0,9,0,0,63,9,63,17,22,0,y
16634926,NHWX09(1),2009/4/19 11:12,valid,0,0,15,0,0,58,15,58,27,14,0,y
16635626,NHWX09(1),2009/4/19 11:12,valid,0,0,5,0,0,58,5,58,9,32,0,y
16636433,NHWX09(1),2009/4/19 11:13,valid,0,0,7,0,0,63,7,63,10,32,0,y
16636965,NHWX09(1),2009/4/19 11:13,valid,0,1,4,0,60,74,5,71,10,43,0,y
16637699,NHWX09(1),2009/4/19 11:13,valid,0,2,10,0,64,57,12,58,22,13,0,y
16638356,NHWX09(1),2009/4/19 11:14,valid,0,3,3,0,65,63,6,64,10,36,0,y
16638848,NHWX09(1),2009/4/19 11:14,valid,0,0,11,0,0,64,11,64,17,18,0,y
16639605,NHWX09(1),2009/4/19 11:14,valid,0,0,4,0,0,70,4,70,6,51,0,y
16640213,NHWX09(1),2009/4/19 11:15,valid,0,1,7,0,54,66,8,65,14,26,0,y
16640907,NHWX09(1),2009/4/19 11:15,valid,0,0,4,0,0,60,4,60,8,50,0,y
16642042,NHWX09(1),2009/4/19 11:15,valid,0,1,11,0,69,68,12,68,17,16,0,y
16642417,NHWX09(1),2009/4/19 11:16,valid,0,0,8,0,0,66,8,66,15,25,0,y
16643058,NHWX09(1),2009/4/19 11:16,valid,0,1,6,0,57,39,7,42,17,25,0,y
